ID,SMILES,Affinity,CNN_Pose_Score,CNN_Affinity
hop_350,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[n+]3nc(ncc3N(C[C@H]45)C[C@H](N5)CC4)NCCc6cc(O)cc(c67)ccc(F)c7C#C St 1 from Nc1ncc[nH+]n1,-6.32,0.2571,6.842
hop_351,C1[C@@H](F)CN(CCC2)[C@]12COc3c(N(C[C@H]45)C[C@H](N5)CC4)cn(c36)c(nnc6N)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Nc1nnc(C)n(c12)ccc2,-3.67,0.3782,6.534
hop_352,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[NH2+]c(c([O-])cc3)c(c34)nc(N(C[C@H]56)C[C@H](N6)CC5)n4C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from n1c[nH]c(c12)ccc([O-])c2[NH3+],-6.32,0.3532,6.562
hop_353,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@H](c(c34)c([nH]c(\c4)=N/C)N(C[C@H]56)C[C@H](N6)CC5)N(C)C[C@H]3c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C\N=c(\c1)[nH]cc(c12)CN(C)CC2,-3.79,0.5945,7.002
hop_354,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@H]([N@@H+](C)CC3)[C@@]34C(=O)N(C[C@H]56)C[C@H](N6)CC5)CCC[C@@H](N4)C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1C[N@@H+](C)[C@@H]([C@H]12)CCCCCN2,-2.73,0.4907,6.309
hop_355,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)cc(N(C[C@H]45)C[C@H](N5)CC4)c(c36)[C@](C)(C#N)C(=N6)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N#C[C@@]1(C)C(C)=Nc(c12)cccc2,-7.6,0.6286,9.205
hop_356,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](S3(=O)=O)CN(C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@H]3C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=S1(=O)[C@H](C)[C@@H](C)NCC1,-4.52,0.3348,6.024
hop_357,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[NH2+][C@H](c3ccc4)[C@H](N)c(c3c45)c(N(C[C@H]67)C[C@H](N7)CC6)cc5OC[C@@]89N(C[C@H](F)C8)CCC9 St 2 from c12c3cccc2cccc1[C@@H]([NH3+])[C@@H]3N,4.82,0.5091,8.894
hop_358,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H]3[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@H](C)C(=C(O3)C#N)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from N#CC1=C(C)[C@H](C)C[C@@H](O1)C,-7.49,0.5853,9.079
hop_359,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]([C@@H](N3C)CNC(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@H](c(c36)cc(C#N)c(=O)[nH]6)c7cccc(c7)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from N#Cc(c1)c(=O)[nH]c(c12)N(C)CCC2,-4.86,0.4177,6.913
hop_360,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]34C[NH2+][C@H](C3)[C@H](N(C[C@H]56)C[C@H](N6)CC5)[C@H](C4)N(C7)CC7c8cc(O)cc(c89)ccc(F)c9C#C St 1 from [C@@H]12C[C@@H]([NH2+]C1)CCC2,-3.51,0.4232,6.374
hop_361,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H]3C(=O)OC(C)(C)[C@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)[C@@H](C[C@H](C)C4)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from CC1(C)OC(=O)[C@H](C)[C@@H]([C@H]12)C[C@H](C)CC2,-2.52,0.517,6.225
hop_362,C1[C@@H](F)CN(CCC2)[C@]12COc([nH+]c3N(C[C@H]45)C[C@H](N5)CC4)[nH]c3S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from c1c[nH+]c[nH]1,-10.08,0.681,8.998
hop_363,OC(=N1)[C@H](C)Sc(c12)c(N(C[C@H]34)C[C@H](N4)CC3)c(C)c(OC[C@@]56N(C[C@H](F)C5)CCC6)c2NS(=O)(=O)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from c1cc(C)cc(c12)S[C@H](C)C(=N2)O,-5.38,0.4499,6.739
hop_364,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@@]3(O)C#N)[C@](O)(CC4)C[C@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)n(cn7)cc7-c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O[C@]12C[C@@](C#N)(O)[C@@H](CC2)CC1,-4.59,0.3633,6.13
hop_365,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[N@+](C)([C@H](C3)C(=O)N(C[C@H]45)C[C@H](N5)CC4)C[C@@H]([C@@]36O)C[C@H](CC6)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1C[N@H+](C)C[C@@H]([C@@]12O)CCCC2,-5.9,0.3588,6.261
hop_366,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H](C3)[C@@]4(C)C[C@H](N(C[C@H]56)C[C@H](N6)CC5)[C@@H]3[C@H](C7(C)C)[C@@]47N(C)C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1C[C@@H](CC2)[C@H](C3(C)C)[C@H]3[C@]12C,-4.17,0.4056,6.792
hop_367,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)CN3N[NH2+]c(c34)c(cc(c4)N(C[C@H]56)C[C@H](N6)CC5)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from CN1N[NH2+]c(c12)cccc2,-3.42,0.3133,6.36
hop_368,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@]3(C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H](SC[C@@H](O3)C)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1CSC[C@H](O1)C,-3.89,0.4898,6.61
hop_369,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H]([C@@H](C\3=N\O)N(C[C@H]45)C[C@H](N5)CC4)[NH2+]C[C@@H]3Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O/N=C1\[C@@H](C)C[NH2+]CC1,-4.49,0.5397,6.704
hop_370,C#Cc1c(F)ccc(c12)cc(O)cc2CS(=O)(=O)N[C@@H]([C@@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@@H]([C@@H]36)N[C@@H](C6)CC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from N1CC[C@@H]([C@@H]12)C[C@@H]2N,-8.19,0.5116,8.712
hop_371,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@@H]3N)[C@H](C4)[C@H](C)[C@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)n(cn7)cc7-c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C[C@H]([C@H]12)C[C@@H](C1)[C@@H](C2)N,-6.61,0.5525,7.001
hop_372,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)C[C@@]3([C@@](CN4)([C@@H](C5)CC3)CN(C[C@H]67)C[C@H](N7)CC6)[C@]45CC(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from C[C@@]12[C@]3(C)[C@H](CC2)C[C@H]1NC3,-5.87,0.4439,6.708
hop_373,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]3C(C)(C)[C@H](C(C)(C)C[C@]3(O)CN(C[C@H]45)C[C@H](N5)CC4)c6cc(O)cc(c67)ccc(F)c7C#C St 2 from CC1(C)CC(C)(C)CC(C)(C1)O,-4.01,0.5255,6.725
hop_374,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@]3(C)[C@](C)(N(C[C@H]45)C[C@H](N5)CC4)[C@H](C)N(C3=O)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1[C@@H](C)[C@H](C)[C@@H](C)N1C,-7.41,0.4312,6.224
hop_375,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@]34[N@@H+](CCc5c4cccc5)CC[C@](O)(C(=O)N(C[C@H]67)C[C@H](N7)CC6)[C@H]3N(C)C(=O)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from c1cccc(c1[C@]23C)CC[N@H+]3CC[C@H](C2)O,15.27,0.4083,8.97
hop_376,C1[C@@H](F)CN(CCC2)[C@]12CO[C@]34[C@@H]([C@@H]5[C@H]([C@H]4CC5)N(C[C@H]67)C[C@H](N7)CC6)[NH2+][C@H]3\C=C\Cc8cc(O)cc(c89)ccc(F)c9C#C St 2 from C1[NH2+][C@@H]([C@@H]12)[C@@H]3C[C@H]2CC3,-4.32,0.3956,6.574
hop_377,C1C[C@@H](N2)CN(C[C@H]12)C(=O)[N@@H+]3CC[C@@](C#N)(OC[C@@]45N(C[C@H](F)C4)CCC5)[C@@H]([C@H]36)CC[C@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from N#C[C@H]1CC[NH2+][C@@H]([C@H]12)CCCC2,-6.0,0.5339,6.862
hop_378,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[N@H+]([C@@H](CO[C@@H]3C)CN(C[C@H]45)C[C@H](N5)CC4)[C@]3(C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@@H](C)OC[C@@H](C)[NH2+]1,-4.8,0.4513,6.405
hop_379,C#Cc1c(F)ccc(c12)cc(O)cc2C[C@H](O3)[C@@H](C4)OC(=O)[C@H](S(=O)(=O)CN(C[C@H]56)C[C@H](N6)CC5)[C@]34C(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C[C@H]([C@H]12)O[C@@H](C1)CC(=O)O2,-3.25,0.4366,5.661
hop_380,C#Cc1c(F)ccc(c12)cc(O)cc2Cc3c(=O)[nH]c(OC[C@@]45N(C[C@H](F)C4)CCC5)n[n+]3C(=O)N(C[C@H]67)C[C@H](N7)CC6 St 1 from Cc1c(=O)[nH]cn[nH+]1,-6.88,0.5247,8.733
hop_381,C1[C@@H](F)CN(CCC2)[C@]12COc(cc(c3)N(C[C@H]45)C[C@H](N5)CC4)c(c36)NC(=N\O)\[C@@H](C6)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1C/C(=N\O)Nc(c12)cccc2,-3.97,0.4636,6.497
hop_382,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H](NC(C)(C)C3)[C@@H]([N@@H+]34)[C@@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C4)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1NC(C)(C)C[N@@H+]([C@@H]12)CCCC2,-3.13,0.3498,6.536
hop_383,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]([C@H]3N(C[C@H]45)C[C@H](N5)CC4)[C@H]6[C@@H]([C@@H]3[C@@H]([C@@H]67)C[NH2+]7)N(C)C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1[NH2+][C@@H]([C@@H]12)[C@@H]3C[C@H]2CC3,-2.79,0.486,6.509
hop_384,C#Cc1c(F)ccc(c12)cc(O)cc2-c(c3)cn(c34)C[C@H](N(C[C@H]56)C[C@H](N6)CC5)/C4=N/OC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from c1ccn(c12)CCC\2=N\O,-8.78,0.6012,8.728
hop_385,C1[C@@H](F)CN(CCC2)[C@]12COc(c3)cc(N(C[C@H]45)C[C@H](N5)CC4)c6c3C[C@H](N([C@]67C)CC[C@@H](O)C7)C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from c1cccc(c1[C@]23C)CCN3CC[C@H](C2)O,-3.25,0.4836,6.621
hop_386,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@@H]3O)C[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@H](C[NH2+]C6)[C@]36n(cn7)cc7-c8cc(O)cc(c89)ccc(F)c9C#C St 2 from C1[NH2+]C[C@H]([C@@H]12)CCC[C@@H]2O,-5.03,0.4709,6.991
hop_387,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H]3[C@@H](C#CCOC[C@@]45N(C[C@H](F)C4)CCC5)[N@@H+](C)C[C@H]([C@]36O)CCC[C@@H]6S(=O)(=O)CN(C[C@H]78)C[C@H](N8)CC7 St 3 from C1C[N@H+](C)C[C@@H]([C@@]12O)CCCC2,-4.54,0.397,6.373
hop_388,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H](N3C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@H](OC[C@H]3C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1CO[C@H](C)CN1,-6.36,0.4984,6.751
hop_389,C#Cc1c(F)ccc(c12)cc(O)cc2[C@@H](/C(=N/O)C(=C(C)OC3=O)[C@@]34CN(C[C@H]56)C[C@H](N6)CC5)[C@@]4(C)CCC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from O=C1OC(C)=C([C@]12C)/C(=N\O)CC2(C)C,-5.9,0.7078,6.93
hop_390,C1[C@@H](F)CN(CCC2)[C@]12COC[C@]3(C)[C@](C)(C[C@H]4N(C[C@H]56)C[C@H](N6)CC5)C(N=NC7)=C7[C@@]34n(cn8)cc8-c9cc(O)cc(c19)ccc(F)c1C#C St 1 from CC1(C)[C@H](CC2)C(CN=N3)=C3[C@@]12C,-4.82,0.4115,7.215
hop_391,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3[C@H](C(=O)[C@H]4N(C[C@H]56)C[C@H](N6)CC5)[C@H]([C@@H]7[C@@H]34)C[C@H](C7)c8cc(O)cc(c89)ccc(F)c9C#C St 2 from O=C1C[C@@H](C2)[C@H]([C@@H]3[C@H]12)CCC3,-4.41,0.6354,6.766
hop_392,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@]3(N[C@](C)([C@H](C)OC3)CN(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@@H](C)OC[C@@H](C)N1,-4.01,0.5572,6.386
hop_393,C#Cc1c(F)ccc(c12)cc(O)cc2CS(=O)(=O)NC3=NC(=O)N[C@@H]([C@H]3N(C[C@H]45)C[C@H](N5)CC4)C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from NC1=NC(=O)NCC1,-2.62,0.4826,8.667
hop_394,C#Cc1c(F)ccc(c12)cc(O)cc2[C@](C3=O)(CNc(n34)c(c(n4)C)N(C[C@H]56)C[C@H](N6)CC5)CN7CCC(CC7)OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from Cc(c1)nn(c12)C(=O)[C@H](C)CN2,-4.01,0.4809,6.907
hop_395,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CN[N@H+]3[C@](C)(CN(C[C@H]45)C[C@H](N5)CC4)CCC[C@]3(C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)CCCC(C)(C)[NH+]1N,-4.64,0.3107,6.105
hop_396,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H]3[C@@H](OC(=C3C#N)NS(=O)(=O)CN(C[C@H]45)C[C@H](N5)CC4)CN(C)C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from N#CC1=C(N)OCC1,-3.73,0.4285,6.558
hop_397,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@H]([C@@]34C[C@H](CCC4)N(C[C@H]56)C[C@H](N6)CC5)[N@H+](C)[C@@H]3Cc7cc(O)cc(c78)ccc(F)c8C#C St 2 from C[N@@H+](C1)[C@H](C)C12CCCCC2,-4.49,0.4618,6.326
hop_398,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@]3(C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H](N(C)CCC[N@H+]3C)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from C[C@@H]1CN(C)CCC[N@@H+]1C,-5.72,0.324,6.379
hop_399,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)[C@@H]([C@@H]3C[C@H]45)[C@@H](C4)C(=O)OC([C@H]5N(C[C@H]67)C[C@H](N7)CC6)[C@H]3OC[C@@]89N(C[C@H](F)C8)CCC9 St 1 from [C@@H]12C[C@H]3C[C@@H](C1)C(=O)OC(C2)C3,-7.22,0.5732,6.473
hop_400,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H]([C@H](C[N@H+]3C)[C@@H]4N(C[C@H]56)C[C@H](N6)CC5)C(C)(C)[C@H]([C@@H]34)CCc7cc(O)cc(c78)ccc(F)c8C#C St 2 from CC(C)(C1)C[C@@H](C[C@@H]12)[N@@H+](C)C2,-6.81,0.4804,7.036
hop_401,C1C[C@@H](N2)CN(C[C@H]12)[C@]34C[N@@H+](C)[C@H]5C[C@@H]([C@H]4C(=O)OC[C@@]67N(C[C@H](F)C6)CCC7)C[C@@H](C3)[C@@H]5c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1[C@@H](C2)[N@@H+](C)C[C@H](C3)C[C@@H]2C[C@@H]13,-3.07,0.4252,5.868
hop_402,C1[C@@H](F)CN(CCC2)[C@]12COCS(=O)(=O)n(c(c(c34)ccn(N)c3=O)N(C[C@H]56)C[C@H](N6)CC5)c4Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1[nH]cc(c12)ccn(c2=O)N,-2.39,0.3627,6.842
hop_403,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C\3=N/O)C[N@@H+](C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H]3CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from O/N=C1\CC[NH2+]C1,-6.13,0.4098,6.041
hop_404,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@]3(C)N=N[C@@](C)([C@]3(O)C(=O)N(C[C@H]45)C[C@H](N5)CC4)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)C(O)C(C)(C)N=N1,-6.82,0.5047,8.825
hop_405,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C[C@@H](Nc(c34)cc(Cl)c(Cl)c3)[C@](C)([N@H+]4C(=O)N(C[C@H]56)C[C@H](N6)CC5)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from N1CC(C)(C)[NH2+]c(c12)cc(Cl)c(Cl)c2,-4.01,0.4555,6.901
hop_406,C#Cc1c(F)ccc(c12)cc(O)cc2Cc3[nH+]c([O-])c(N(C[C@H]45)C[C@H](N5)CC4)n3S(=O)(=O)COC[C@@]67N(C[C@H](F)C6)CCC7 St 1 from Cc1[nH]cc([O-])[nH+]1,-7.36,0.4589,8.592
hop_407,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3C[C@H](O4)[C@@]([C@@H]([C@@]345)CC(=O)OC5)(N(C[C@H]67)C[C@H](N7)CC6)CN8CCC(CC8)c9cc(O)cc(c19)ccc(F)c1C#C St 1 from C1C[C@H](O2)[C@@H](C)[C@@H]([C@@]123)CC(=O)OC3,-3.35,0.298,6.175
hop_408,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](CO3)C(=O)[C@H](N(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@]3(C)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)CC(=O)CCO1,-2.65,0.367,5.776
hop_409,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)Cn(c3=O)nc(C)c(c34)[C@H](N(C[C@H]56)C[C@H](N6)CC5)C[C@@H](C4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from Cc1nn(C)c(=O)c(c12)CCCC2,-3.87,0.5633,8.835
hop_410,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[C@H](O[C@H](C)[C@H](C3=O)N(C[C@H]45)C[C@H](N5)CC4)[C@]36CCCC[C@@H]6S(=O)(=O)COC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from C1O[C@@H](C)CC(=O)C12CCCCC2,-4.99,0.4208,6.53
hop_411,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H]3S(=O)(=O)[C@H]([C@@H]([C@@H]34)[C@H](ON4)C(=O)N(C[C@H]56)C[C@H](N6)CC5)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C1S(=O)(=O)C[C@@H]([C@@H]12)NOC2,-4.41,0.4982,6.262
hop_412,c1c(Cl)ccc(O2)c1[C@](O)(C)C[C@@]23[C@@H](OC[C@@]45N(C[C@H](F)C4)CCC5)C[C@@H](N(C[C@H]67)C[C@H](N7)CC6)C[C@@H]3n(cn8)cc8-c9cc(O)cc(c19)ccc(F)c1C#C St 1 from c1c(Cl)ccc(O2)c1[C@](C)(O)CC23CCCCC3,-5.6,0.4068,7.096
hop_413,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)Cc(c3[O-])c(=O)[nH+]c(n34)c(N(C[C@H]56)C[C@H](N6)CC5)cc(c4)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from [nH+]1c(=O)c(C)c([O-])n(c12)cccc2,-4.09,0.4659,6.659
hop_414,C1[C@@H](F)CN(CCC2)[C@]12COC[C@]3(C)[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@@H](N[C@@H]3C)S(=O)(=O)Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from CC1(C)[C@H](C)NCC1,-5.78,0.3864,6.532
hop_415,C1C[C@@H](N2)CN(C[C@H]12)C(=O)N(C)CC/N=c(s3)\n(nc3OC[C@@]45N(C[C@H](F)C4)CCC5)CC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C/N=c1\[nH]ncs1,-7.01,0.2867,6.358
hop_416,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]3[C@H](CN4C)[C@H]([C@H](C[C@H]4C[C@H]35)[C@@H]5N(C[C@H]67)C[C@H](N7)CC6)n(cn8)cc8-c9cc(O)cc(c19)ccc(F)c1C#C St 1 from C1[C@@H](C2)N(C)C[C@H](C3)C[C@@H]2C[C@@H]13,-6.1,0.5408,7.194
hop_417,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H](C3)C(=O)[C@@](O)([C@H]4[C@@H](C5(C)C)[C@]35N(C[C@H]67)C[C@H](N7)CC6)C[C@H]([C@@H]4C)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1CC[C@@H](C2(C)C)[C@@H]2[C@@H]([C@@]13O)[C@H](C)CC3,-0.84,0.4621,9.128
hop_418,C1[C@@H](F)CN(CCC2)[C@]12COC[C@@H](C(=O)C3)[C@@H](N(C[C@H]45)C[C@H](N5)CC4)[C@H]([C@H](C6)CC7)[C@@H]3[C@@]67c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1C(=O)[C@@H](C)C[C@H]([C@H]12)[C@H]3C[C@@H]2CC3,-5.74,0.5576,9.149
hop_419,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)[C@@H]([N@H+](C)C[C@@H]3C)[C@H](CN(C[C@H]45)C[C@H](N5)CC4)[C@@]3(C#C)OC(=O)c6cc(O)cc(c67)ccc(F)c7C#C St 1 from C#C[C@@]1(O)[C@H](C)C[N@H+](C)C[C@H]1C,-5.81,0.5554,6.727
hop_420,C1[C@@H](F)CN(CCC2)[C@]12COc(c3CCN4)cc(N(C[C@H]56)C[C@H](N6)CC5)c(c3[C@@H]47)CN(C)[C@@H]7C(=O)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1CN[C@H]2CN(C)Cc3cccc1c23,-3.75,0.2592,6.369
hop_421,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)CC[N@@H+](C[C@@H]([C@@]34CN(C)NC(O4)=O)N(C[C@H]56)C[C@H](N6)CC5)[C@@H](C3)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from O=C(O1)NN(C)C[C@]12CC[N@@H+](C)CC2,-1.2,0.4134,6.615
hop_422,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)N(C)[C@H]3[C@H](CCN(C)C(=O)N(C[C@H]45)C[C@H](N5)CC4)[C@@H](Cc(c36)noc6C)Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from Cc1onc(c12)C[C@@H](C)[C@@H](C)C2,-2.54,0.3573,6.96
hop_423,C1[C@@H](F)CN(CCC2)[C@]12CO[C@@H]([C@@H]([NH2+]3)CN(C[C@H]45)C[C@H](N5)CC4)C(=O)C[C@@]3(C)\C=C\Cc6cc(O)cc(c67)ccc(F)c7C#C St 1 from O=C1C[C@@H](C)[NH2+][C@H](C)C1,-5.59,0.3658,6.82
hop_424,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)O[C@@]([C@H](C3)C4)(C(=O)N(C[C@H]56)C[C@H](N6)CC5)[C@H](OC7=O)[C@@H]3[C@@]47c8cc(O)cc(c89)ccc(F)c9C#C St 1 from O=C1O[C@@H]([C@H]2[C@@H]13)[C@@H](O)[C@H](C3)C2,-7.65,0.6516,8.893
hop_425,C#Cc1c(F)ccc(c12)cc(O)cc2[C@H](Cn(c34)nc([nH+]3)N(C[C@H]56)C[C@H](N6)CC5)CN4CC(=O)OC[C@@]78N(C[C@H](F)C7)CCC8 St 1 from [nH+]1cnn(c12)CCCN2,-3.24,0.5135,8.672
hop_426,C1[C@@H](F)CN(CCC2)[C@]12COc(cc3N(C[C@H]45)C[C@H](N5)CC4)n(c36)CC(=O)N([C@@H]6C)CC(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H]1N(C)C(=O)Cn(c12)ccc2,-3.91,0.501,6.543
hop_427,N#C[C@@H]1C(=O)N[C@H](C)C[C@]12[C@H](OC[C@@]34N(C[C@H](F)C3)CCC4)[C@H]([C@H]2N(C[C@H]56)C[C@H](N6)CC5)N7CCC(CC7)c8cc(O)cc(c89)ccc(F)c9C#C St 1 from C1CCC12[C@H](C#N)C(=O)N[C@H](C)C2,-3.45,0.391,6.904
hop_428,C1[C@@H](F)CN(CCC2)[C@]12CO[C@H](C[NH2+]C3)[C@@H]([C@@]34N(C[C@H]56)C[C@H](N6)CC5)NCC[C@@H]4C#CCc7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1[NH2+]CC[C@@H]([C@@H]12)NCCC2,-3.0,0.3298,5.949
hop_429,C#Cc1c(F)ccc(c12)cc(O)cc2C(=O)C[C@@](C)(C(=O)CC3)[C@H]4CC[C@H]([C@]([C@]345)(COC5)N(C[C@H]67)C[C@H](N7)CC6)OC[C@@]89N(C[C@H](F)C8)CCC9 St 2 from C1CC(=O)C(C)(C)[C@H]2CCC[C@H]([C@]123)COC3,-5.53,0.4277,6.813
hop_430,C1C[C@@H](N2)CN(C[C@H]12)[C@@H]3COC[C@]34CCN(C[C@@H]4N(C)C(=O)OC[C@@]56N(C[C@H](F)C5)CCC6)C(=O)c7cc(O)cc(c78)ccc(F)c8C#C St 2 from C1OCCC12CCNCC2,-4.15,0.4187,6.553
hop_431,C1[C@@H](F)CN(CCC2)[C@]12COC(=O)C(=C3N)[C@@H](N(C[C@H]45)C[C@H](N5)CC4)C(=C36)CCC[C@@H]6Cc7cc(O)cc(c78)ccc(F)c8C#C St 1 from C[C@@H]1CCCC(=C12)CC=C2N,-4.98,0.4818,6.781
