Index,Example,IUPAC,SMILES
303,303,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((3R,7aR)-3- (hydroxymethyl)hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@@]12CCCN2[C@H](CC1)CO)F)O)F
304,304,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((3S,7aS)-3- (hydroxymethyl)hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3- methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OC[C@]12CCCN2[C@@H](CC1)CO)F)O)F
305,305,"(R)-7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2S,7aR)-2- hydroxytetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,7- diazaspiro[4.5]decan-3-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(CC(NC2)=O)CCC1)OC[C@@]12CCCN2C[C@H](C1)O)F)O)F
306,306,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)- 4-(3-(hydroxymethyl)piperidin-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)CO)OC[C@]12CCCN2C[C@@H](C1)F)F
307,307,"(R)-7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(C(NC(N2)=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
308,308,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (3-(methylsulfonyl)azepan-.l-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
309,309,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (3-(methylsulfonyl)azocan-1-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCCCC1)S(=O)(=O)C)OC[C@]12CCCN2C[C@@H](C1)F)F
310,310,"3-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)azetidine-1-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NC1CN(C1)C(=O)N)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
311,311,"(2R,7aS)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-2-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@](CCC1)(C)O)OC[C@]12CCCN2C[C@@H](C1)O)F)O)F
312,312,"N-( 1-(dimethylamino)propan-2-yl)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro- 1-((R)-3-hydroxy-3-methylpiperidin-1-yl)pyrido[1,3-d]pyrimidine-2-carboxamide",Did not work
313,313,"((3S,7aR)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@](CCC1)(C)O)OC[C@@]12CCCN2[C@@H](CC1)COC(N(C)C)=O)F)O)F
314,314,"((3S,7aS)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@](CCC1)(C)O)OC[C@]12CCCN2[C@@H](CC1)COC(N(C)C)=O)F)O)F
315,315,"5-ethyI-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (l,4-oxazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
316,316,"(R)-1-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2C[C@@](CCC2)(O)C
317,317,"4-(4-(azepan-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1(CCCCCC1)C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
318,318,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2,7-diazaspiro[4.5]decane-1, 3-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(NC2=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
319,319,"(S)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(( 1-(pyrrolidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,6-diazaspiro[3.5]nonan-2-one",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(CC(N2)=O)CCC1)OCC1(CC1)CN1CCCC1)F)O)F
320,320,"(1R,5R,6R)-3-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(( 1-(pyrrolidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@H]2C[C@H]([C@@H](C1)C2)O)OCC2(CC2)CN2CCCC2)F)O)F
321,321,"(S)-4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(( 1-(pyrrolidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOC[C@](C1)(O)C)OCC1(CC1)CN1CCCC1)F)O)F
322,322,"(R)-7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(( 1-(pyrrolidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@]2(C(NC(N2)=O)=O)CCC1)OCC1(CC1)CN1CCCC1)F)O)F
323,323,"trans-(2R,4r)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol",Did not work
324,324,"cis-(2S,4s)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6- azaspiro[3.5]nonan-2-ol",Did not work
325,325,"4-(4-(azocan-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",N1(CCCCCCC1)C=1C2=C(N=C(N1)OC[C@]13CCCN3C[C@@H](C1)F)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F
326,326,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro-4H- pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)N(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
327,327,"(3RS,5RS)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5- (hydroxymethyl)-3-methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](C[C@H](C1)CO)(O)C)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
328,328,"/rans-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin- 7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-methyl-6-azaspiro[3.5]nonan-2-ol",Did not work
329,329,"cis-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-methyl-6-azaspiro[3.5]nonan-2-ol",Did not work
330,330,"7-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-2-thia-1,3,7-triazaspiro[4.5]decane 2,2- dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CNS(N2)(=O)=O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
331,331,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-((1-(piperidin-1- ylmethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OCC1(CC1)CN1CCCCC1)F)O)F
332,332,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-((1- (morpholinomethyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@@](CCC1)(O)C)OCC1(CC1)CN1CCOCC1)F)O)F
333,333,"5-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8-tetrahydro- 4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2CC=1N(CCC2)N=C(C1)C(=O)N(C)C
334,334,"4-(7-(8-ethylnaphthalen-1-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)-1,4-oxazepane",C(C)C=1C=CC=C2C=CC=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCCC1)OCC12CCCN2CCC1)F
335,335,"7-(8-fluoro-7-(8-fluoronaphthalen-1-yl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3- d]pyrimidin-4-yl)hexahydro-2,7-naphthyridine-1,3(2H,4H)-dione",FC1=C(N=CC2=C1N=C(N=C2N2CCC1CC(NC(C1C2)=O)=O)OCC21CCCN1CCC2)C2=CC=CC1=CC=CC(=C21)F
336,336,"(R)-1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(( 1-((4-mcthylpiperazin-1- yl)methyl)cyclopropyl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",Did not work
337,337,"10-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7-oxa-1,3,10- triazaspiro[4.6]undecane-2,4-dione",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC2(C(NC(N2)=O)=O)C1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
338,338,"7-(7-(8-ethyl-7-fluoro-3-hydroxycnaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.6]undecane- 2,4-dione",Did not work
339,339,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-methyl-5,6,7,8-tetrahydro-4H- pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)NC)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
340,340,"5-etliyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (2-(methylamino) 7,8-dihydro-4II-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)pyrido[4,3- d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
341,341,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (2-(hydroxymethyl)-7,8-dihydro-4H-pyrazolo[1,5-a][1,4]diazepin-5(6H)-yl)pyrido[4,3- d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)CO)OC[C@]21CCCN1C[C@@H](C2)F)F
342,342,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (l,4-thiazepan-4-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
343,343,"5-ethyl-6-fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)- 4-(2-(hydroxymethyl)-1,4-oxazepan-4-yl)pyrido[1,3d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
344,344,"5 -ethy l-6-fluoro-4-(8-fluoro-4-(2-fluoro-6-azasp i ro [3.5] nonan-6-y l)-2-(((2R, 7aS)-2- fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",C(C)C1=C2C(=CC(=CC2=CC=C1F)O)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CC(C2)F)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F
345,345,"4-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-1,4-oxazepan-6-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCOCC(C1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
346,346,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepan-4-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CCC(CCC1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
347,347,"1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)azepan-3-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCCC1)O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
348,348,"2-( 1-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro- 1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)piperidin-3-yl)isothiazolidine 1,1 -dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)N1S(CCC1)(=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
349,349,"3-((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H- pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)amino)tetrahydrothiophene 1,1 - dioxide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)NC1CS(CC1)(=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
350,350,"4-(4-(3-azabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a- yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",C12CN(CC(CC1)C2)C=2C1=C(N=C(N2)OC[C@]23CCCN3C[C@@H](C2)F)C(=C(N=C1)C1=CC(=CC2=CC=C(C(=C12)CC)F)O)F
351,351,"6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-6-azaspiro[3.5]nonan-1-ol",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC2(CCC2O)CCC1)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
352,352,"7-(8-ethyl-7-fluoro-3-hydroxy-1-naphthyl)-8-fluoro-2-(((2R,7aS)- 2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)-4-[3-(sulfamoylamino)-1-piperidyl]pyrido[4,3-d]pyrimidine",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC(CCC1)NS(N)(=O)=O)OC[C@]12CCCN2C[C@@H](C1)F)F)O)F
353,353,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N,N-dimethyl-5,6,7,8- tetrahydropyrazolo[4,3-c]azepine-2(4H)-carboxamide",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2C(CCC1)=NN(C2)C(=O)N(C)C)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
354,354,"(5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro- 1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepin-2-yl)(morpholino)methanone",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)N2CCOCC2)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
355,355,"(5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro-4H-pyrazolo[1,5- a][1,4]diazepin-2-yl)(pyrrolidin-1-yl)methanone",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1CC=2N(CCC1)N=C(C2)C(=O)N2CCCC2)OC[C@]21CCCN1C[C@@H](C2)F)F)O)F
356,356,"N-ethyl-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((27?,7aS')-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-5,6,7,8-tetrahydro- 4H-pyrazolo[l ,5-a] [1,4]diazepine-2-carboxamide",Did not work
357,357,"5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS))-2-fluorohexahydro-1H- pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-7V-isopropyl-5,6,7,8-tetrahydro-4H- pyrazolo[1,5-zz][1,4]diazepine-2-carboxamide",Did not work
358,358,"N-ethyl-5-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2- fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-N-methyl- 5,6,7,8-tetrahydro-4H-pyrazolo[1,5-a][1,4]diazepine-2-carboxamide",C(C)N(C(=O)C1=NN2C(CN(CCC2)C=2C3=C(N=C(N2)OC[C@]24CCCN4C[C@@H](C2)F)C(=C(N=C3)C3=CC(=CC2=CC=C(C(=C32)CC)F)O)F)=C1)C
359,359,"7-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-1,3,7-triazaspiro[4.5]decane-2,4- dione",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2CC1(C(NC(N1)=O)=O)CCC2
360,360,"(lR,5R,6R)-3-(2-(( 1-((dimethylarnino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-azabicyclo[3.2.1]octan-6-ol",Did not work
361,361,"(S)-4-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-6-methyl-1,4-oxazepan-6-ol",CN(C)CC1(CC1)COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2CCOC[C@](C2)(O)C
362,362,"((3R,7aR)-7a-(((7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-4-((R)-3-hydroxy-3- methylpiperidin-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)hexahydro-1H-pyrrolizin-3- yl)methyl dimethylcarbamate",C(C)C=1C(=CC=C2C=C(C=C(C12)C1=C(C=2N=C(N=C(C2C=N1)N1C[C@](CCC1)(C)O)OC[C@@]12CCCN2[C@H](CC1)COC(N(C)C)=O)F)O)F
363,363,"(4aR,7aS)-6-(7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1-yl)-8-fluoro-2-(((2R,7aS)-2-f]uorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)hexahydro-1H- pyrrolo[3,4-d]pyridazine-1,4(4aH)-dione",Did not work
364,364,"7-(2-(( 1-((dimethylamino)methyl)cyclopropyl)methoxy)-7-(8-ethyl-7-fluoro-3- hydroxynaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-2-thia-l ,3,7- triazaspiro[4.5]decane 2,2-dioxide",Did not work
365,365,"5-ethyl-6--fluoro-4-(8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)-4- (2-thia-6-azaspiro[3.5]nonan-6-yl)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Did not work
366,366,"(R)-1-(2-(3-(dimethylamino)-2,2-dimethylpropoxy)-7-(8-ethyl-7-fluoro-3-hydroxynaphthalen-1- yl)-8-fluoropyrido[4,3-d]pyrimidin-4-yl)-3-methylpiperidin-3-ol",CN(CC(COC=1N=C(C2=C(N1)C(=C(N=C2)C2=CC(=CC1=CC=C(C(=C21)CC)F)O)F)N2C[C@@](CCC2)(O)C)(C)C)C
