Example,IUPAC,SMILES
287,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-((1R,2S)-2-methylcyclopropyl)phenyl)pyrido[4,3-d]pyrimidine",C[C@H]1C[C@H]1c2ccccc2c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
288,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-((1R,2R)-2-methylcyclopropyl)phenyl)pyrido[4,3-d]pyrimidine",C[C@@H]1C[C@H]1c2ccccc2c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
289,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-((1S,2S)-2-methylcyclopropyl)phenyl)pyrido[4,3-d]pyrimidine",C[C@H]1C[C@@H]1c2ccccc2c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
290,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-fluoro-4-isopropylphenol",CC(C)c1c(F)cc(O)cc1c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
291,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorohexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloro-4-isopropylphenol",CC(C)c1c(Cl)cc(O)cc1c2ncc3c(nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
292,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-fluoro-2-(trifluoromethyl)phenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1cccc(c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7)c1C(F)(F)F
293,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-(difluoromethyl)phenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",FC(F)c1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
294,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-fluoro-2-methylphenyl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",Cc1c(F)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
295,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-ethylphenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CCc1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
296,"2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-N,N-dimethylaniline",CN(C)c1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
297,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-cyclopropylphenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7ccccc7C8CC8
298,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-isopropylphenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CC(C)c1c(Cl)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
299,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(3-fluoro-2-isopropylphenyl)-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CC(C)c1c(F)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
300,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-(sec-butyl)phenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CCC(C)c1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
301,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-isopropyl-3-methylphenyl)pyrido[4,3-d]pyrimidine",CC(C)c1c(C)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
302,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-(difluoromethoxy)-3-fluorophenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",FC(F)Oc1c(F)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
303,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-(difluoromethoxy)phenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",FC(F)Oc1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
304,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-cyclopropyl-3-fluorophenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1cccc(c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7)c1C8CC8
305,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-(1-methylcyclopropyl)phenyl)pyrido[4,3-d]pyrimidine",CC1(CC1)c2ccccc2c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
306,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(4-isopropylpyridin-3-yl)pyrido[4,3-d]pyrimidine",CC(C)c1ccncc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
307,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-isopropylpyridin-3-yl)pyrido[4,3-d]pyrimidine",CC(C)c1ncccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
308,"(3R,5S)-5-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)-1-methylpyrrolidin-3-yl (2-((4-((dimethylamino)methyl)benzyl)oxy)ethyl)carbamate",CN(C)Cc1ccc(COCCNC(=O)O[C@@H]2C[C@@H](COc3nc(N4C[C@H]5CC[C@@H](C4)N5)c6cnc(c(F)c6n3)c7cccc8cccc(Cl)c78)N(C)C2)cc1
309,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(2-isopropylphenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",CC(C)c1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
310,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-chlorophenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7ccccc7Cl
311,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-methoxyphenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",COc1c(Cl)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
312,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-ethylphenyl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidine",CCc1c(Cl)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
313,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)-7-(2-methoxy-3-methylphenyl)pyrido[4,3-d]pyrimidine",COc1c(C)cccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
314,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-ethyl-6-fluoronaphthalen-2-ol",CCc1c(F)ccc2cc(O)cc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
315,"2-(2-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((hexahydro-1H-pyrrolizin-7a-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)phenyl)ethanol",OCCc1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
316,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(2-fluoro-6-methylphenyl)-2-(2-(1-methyl-1H-imidazol-2-yl)ethoxy)pyrido[4,3-d]pyrimidine",Cn1ccnc1CCOc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6c(C)cccc6F
317,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-methoxy-7-(8-methylnaphthalen-1-yl)pyrido[4,3-d]pyrimidine",COc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cccc6cccc(C)c56
318,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-2,3-dihydro-1H-inden-1-ol",CN1CCC[C@H]1COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7C(O)CCc67
319,"Ethyl 4-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)butanoate",CCOC(=O)CCCOc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cccc6cccc(Cl)c56
320,"5-(3-((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)propyl)-2-hydroxybenzaldehyde",Oc1ccc(CCCOc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)cc1C=O
321,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(7-methylnaphthalen-1-yl)-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidine",CN1CCC[C@H]1COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7ccc(C)cc67
322,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-cyclopropylphenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc(Cl)c7C8CC8
323,"(2-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(naphthalen-1-yl)pyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)-1-methylpyrrolidin-2-yl)methanol",CN1CCCC1(CO)COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7ccccc67
324,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(5-ethylisoquinolin-4-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
325,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((6-fluoro-2,2-dimethyltetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
326,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2S,7aR)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Oc1cc2ccccc2c(c1)c3ncc4c(nc(OC[C@]56CCCN5C[C@@H](F)C6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
327,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((2R,7aS)-2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol",Oc1cc2ccccc2c(c1)c3ncc4c(nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
328,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-(trifluoromethyl)phenyl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc(Cl)c7C(F)(F)F
329,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(2-(methylthio)phenyl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",CSc1ccccc1c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
330,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-5-chloronaphthalen-2-ol (racemic, trans)",Did not work
331,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(5-methyl-1H-indazol-4-yl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
332,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(5-methyl-1H-indazol-4-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Cc1ccc2[nH]ncc2c1c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8
333,"4-(4-((6R)-6-(1H-1,2,4-triazol-1-yl)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)naphthalen-2-ol (racemic, trans)",Did not work
334,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-7-(8-methylnaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Cc1cccc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
335,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-cyclopropylnaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc8cccc(C9CC9)c78
336,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloro-7-fluoronaphthalen-1-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
337,"4-(4-(3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-(((S)-1-methylpyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-3-chloronaphthalen-2-ol",CN1CCC[C@H]1COc2nc(N3CC4CCC(C3)N4)c5cnc(c(F)c5n2)c6c(Cl)c(O)cc7ccccc67
338,"2-((1R,5S,6S)-3-(8-fluoro-7-(3-hydroxynaphthalen-1-yl)-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-4-yl)-3,8-diazabicyclo[3.2.1]octan-6-yl)acetonitrile",Oc1cc2ccccc2c(c1)c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@H]8C[C@@H](CC#N)[C@@H](C7)N8
339,"2-((1R,5S,6S)-3-(8-fluoro-2-(((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(3-hydroxynaphthalen-1-yl)pyrido[4,3-d]pyrimidin-4-yl)-3,8-diazabicyclo[3.2.1]octan-6-yl)acetonitrile (racemic, trans)",Did not work
340,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(trifluoromethoxy)phenol (racemic, trans)",Did not work
341,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-4-(trifluoromethoxy)phenol",Oc1ccc(OC(F)(F)F)c(c1)c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
342,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(3-chloro-2-cyclopropylphenyl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
343,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(5-(trifluoromethyl)-1H-indazol-4-yl)pyrido[4,3 -d]pyrimidine (racemic, trans)",Did not work
344,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(5-(trifluoromethyl)-1H-indazol-4-yl)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7c8cn[nH]c8ccc7C(F)(F)F
345,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(8-(trifluoromethoxy)naphthalen-1-yl)pyrido[4,3-d]pyrimidine",Fc1c(ncc2c(nc(OCC34CCCN3CCC4)nc12)N5C[C@@H]6CC[C@H](C5)N6)c7cccc8cccc(OC(F)(F)F)c78
346,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-(difluoromethoxy)naphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",FC(F)Oc1cccc2cccc(c3ncc4c(nc(OCC56CCCN5CCC6)nc4c3F)N7C[C@@H]8CC[C@H](C7)N8)c12
347,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((3-(fluoromethyl)tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine (mixture of isomers)",Did not work
348,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((2-fluorotetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)-7-(2-isopropylphenyl)pyrido[4,3-d]pyrimidine (racemic, trans)",Did not work
349,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(2-chloronaphthalen-1-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidine",Fc1c2nc(OCC34CCCN3CCC4)nc(N5C[C@@H]6CC[C@H](C5)N6)c2cnc1c7c(Cl)ccc8ccccc78
350,"3-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-((tetrahydro-1H-pyrrolizin-7a(5H)-yl)methoxy)pyrido[4,3-d]pyrimidin-7-yl)-2,4,6-trifluorophenol",Oc1c(F)cc(F)c(c1F)c2ncc3c(nc(OCC45CCCN4CCC5)nc3c2F)N6C[C@@H]7CC[C@H](C6)N7
351,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-((2S,4R)-4-methoxypyrrolidin-2-yl)methoxy)pyrido[4,3-d]pyrimidine",Did not work
352,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-2-(((S)-4,4-difluoropyrrolidin-2-yl)methoxy)-8-fluoropyrido[4,3-d]pyrimidine bis(2,2,2-trifluoroacetate)",OC(=O)C(F)(F)F.OC(=O)C(F)(F)F.Fc1c(ncc2c(nc(OC[C@@H]3CC(F)(F)CN3)nc12)N4C[C@@H]5CC[C@H](C4)N5)c6cccc7cccc(Cl)c67
353,"N-((3R,5S)-5-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)-1-methylpyrrolidin-3-yl)-4-formylbenzamide",CN1C[C@@H](C[C@H]1COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)NC(=O)c8ccc(C=O)cc8
354,"N-((3R,5S)-5-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)-1-methylpyrrolidin-3-yl)-3-formylbenzamide",CN1C[C@@H](C[C@H]1COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)NC(=O)c8cccc(C=O)c8
355,"N-((3R,5S)-5-(((4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoropyrido[4,3-d]pyrimidin-2-yl)oxy)methyl)-1-methylpyrrolidin-3-yl)-2-formylbenzamide",CN1C[C@@H](C[C@H]1COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)NC(=O)c8ccccc8C=O
356,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(((R)-1-methylpyrrolidin-3-yl)methoxy)pyrido[4,3-d]pyrimidine",CN1CC[C@@H](COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)C1
357,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(((S)-1-methylpyrrolidin-3-yl)methoxy)pyrido[4,3-d]pyrimidine",CN1CC[C@H](COc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67)C1
358,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(((R)-1-methylpyrrolidin-3-yl)oxy)pyrido[4,3-d]pyrimidine",CN1CC[C@H](C1)Oc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67
359,"4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-7-(8-chloronaphthalen-1-yl)-8-fluoro-2-(((S)-1-methylpyrrolidin-3-yl)oxy)pyrido[4,3-d]pyrimidine",CN1CC[C@@H](C1)Oc2nc(N3C[C@@H]4CC[C@H](C3)N4)c5cnc(c(F)c5n2)c6cccc7cccc(Cl)c67
360,"4-(4-((1R,5S)-3,8-diazabicyclo[3.2.1]octan-3-yl)-8-fluoro-2-methoxypyrido[4,3-d]pyrimidin-7-yl)-5-chloronaphthalen-2-ol",COc1nc(N2C[C@@H]3CC[C@H](C2)N3)c4cnc(c(F)c4n1)c5cc(O)cc6cccc(Cl)c56
